age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,score
0.9166666666666666,0.5,0.13253012048192772,0.375,0.018518518518518517,0.0,1.0,0.77,0.16666666666666666,0.4,0.0
0.875,0.5,0.5060240963855421,0.2361111111111111,0.0,1.0,0.8420000000000001,0.65,0.16666666666666666,0.3,1.0
0.8333333333333334,0.5,0.4216867469879518,0.41666666666666663,0.48148148148148145,0.0,0.7490000000000001,0.73,0.5,0.4,1.0
0.7083333333333334,0.0,0.5180722891566264,0.3472222222222222,0.0,1.0,0.6409999999999999,0.39,0.0,0.2,0.0
0.7083333333333334,0.0,0.45783132530120474,0.2361111111111111,0.25925925925925924,0.0,0.703,0.7,0.0,0.1,0.0
0.7916666666666666,0.0,0.6626506024096385,0.4305555555555556,0.4259259259259259,0.0,0.713,0.5700000000000001,0.16666666666666666,0.3,1.0
0.7916666666666666,0.5,0.4457831325301205,0.6527777777777778,0.37037037037037035,0.0,0.988,0.85,1.0,0.2,0.0
0.9583333333333334,0.5,0.34939759036144574,0.3194444444444444,0.4259259259259259,0.0,0.862,0.72,1.0,0.1,0.0
0.75,0.0,0.4457831325301205,0.4722222222222222,0.37037037037037035,0.0,0.889,0.6799999999999999,0.5,0.1,0.0
1.0,0.5,0.5180722891566264,0.125,0.5925925925925926,0.0,0.628,0.71,0.0,0.2,0.0
0.8333333333333334,0.5,0.4337349397590361,0.19444444444444442,0.14814814814814814,0.0,0.73,0.53,0.6666666666666666,0.9,1.0
0.8333333333333334,0.0,0.4337349397590361,0.4305555555555556,0.20370370370370372,0.0,0.9390000000000001,0.8400000000000001,0.16666666666666666,0.5,1.0
1.0,0.0,0.2891566265060241,0.5972222222222222,0.18518518518518517,0.0,0.879,0.89,0.8333333333333334,0.9,1.0
0.9583333333333334,0.5,0.3012048192771084,0.40277777777777773,0.5,0.0,0.835,0.7,0.6666666666666666,0.8,0.0
0.9166666666666666,0.5,0.1686746987951807,0.2916666666666667,0.5185185185185185,0.0,0.9059999999999999,0.8400000000000001,0.5,0.6,0.0
0.9166666666666666,0.5,0.7349397590361445,0.3472222222222222,0.4259259259259259,0.0,1.0,0.58,0.8333333333333334,0.1,1.0
0.9583333333333334,0.5,0.19277108433734938,0.1388888888888889,0.5740740740740741,0.0,0.828,0.55,0.6666666666666666,1.0,0.0
0.9166666666666666,0.5,0.3012048192771084,0.4444444444444445,0.09259259259259259,0.0,0.857,0.65,0.0,0.5,0.0
0.7916666666666666,0.5,0.2891566265060241,0.5,0.6666666666666666,0.0,0.8690000000000001,0.7,1.0,0.1,0.0
0.8333333333333334,0.5,0.5783132530120482,0.2777777777777778,0.6481481481481481,0.0,1.0,0.6,0.0,0.7,1.0
0.9583333333333334,0.5,0.37349397590361444,0.2638888888888889,0.48148148148148145,1.0,0.64,0.71,0.8333333333333334,1.0,0.0
0.8333333333333334,0.0,0.6506024096385542,0.38888888888888884,0.7037037037037036,0.0,0.9179999999999999,0.6900000000000001,0.3333333333333333,0.8,1.0
1.0,0.0,0.3012048192771084,0.2777777777777778,0.0,0.0,0.8390000000000001,0.53,1.0,0.8,0.0
0.7083333333333334,0.0,0.4698795180722891,0.3333333333333333,0.2222222222222222,0.0,0.907,0.71,0.16666666666666666,0.7,1.0
0.7916666666666666,0.5,0.26506024096385544,0.6944444444444444,0.18518518518518517,0.0,0.784,0.75,0.8333333333333334,0.2,0.0
0.875,0.5,0.8072289156626505,0.3055555555555556,0.48148148148148145,0.0,0.845,0.67,0.5,0.5,1.0
0.7916666666666666,0.5,0.2048192771084337,0.2916666666666667,0.1111111111111111,1.0,0.9209999999999999,0.79,0.16666666666666666,0.4,0.0
0.9583333333333334,0.0,0.48192771084337344,0.2361111111111111,0.48148148148148145,0.0,1.0,0.5,0.6666666666666666,0.5,1.0
0.875,0.0,0.5421686746987951,0.4722222222222222,0.611111111111111,1.0,0.9309999999999999,0.71,1.0,1.0,1.0
0.7083333333333334,0.0,0.49397590361445776,0.3194444444444444,0.48148148148148145,1.0,0.765,0.51,0.5,0.9,1.0
0.9583333333333334,0.0,0.38554216867469876,0.2361111111111111,0.3888888888888889,0.0,0.8079999999999999,0.52,0.5,0.4,0.0
0.75,0.5,0.3975903614457831,0.5694444444444444,0.12962962962962962,0.0,0.805,0.5700000000000001,0.0,0.8,0.0
0.8333333333333334,0.0,0.4337349397590361,0.5833333333333334,0.16666666666666666,0.0,0.67,0.54,0.6666666666666666,0.8,0.0
0.7083333333333334,0.0,0.3975903614457831,0.25,0.5925925925925926,0.0,0.8170000000000001,0.58,0.0,0.2,0.0
0.8333333333333334,0.5,0.5903614457831325,0.041666666666666664,0.5,1.0,0.9229999999999999,0.62,0.0,0.6,1.0
0.9166666666666666,0.0,0.8192771084337348,0.513888888888889,0.3333333333333333,0.0,0.723,0.75,1.0,0.5,1.0
0.75,0.5,0.3253012048192771,0.2361111111111111,0.24074074074074073,0.0,0.955,0.61,0.3333333333333333,0.2,0.0
0.75,0.5,0.1686746987951807,0.4722222222222222,0.0,0.0,0.899,0.45999999999999996,0.0,1.0,0.0
0.7083333333333334,0.0,0.4096385542168674,0.01388888888888889,0.1111111111111111,0.0,0.777,0.79,0.16666666666666666,0.4,1.0
0.75,0.5,0.891566265060241,0.5,0.7222222222222222,0.0,0.836,0.55,0.5,0.7,1.0
0.875,0.5,0.2771084337349397,0.1388888888888889,0.07407407407407407,0.0,1.0,0.64,1.0,0.1,0.0
0.75,0.5,0.7228915662650601,0.4722222222222222,0.37037037037037035,1.0,0.9229999999999999,0.7,0.0,0.9,1.0
0.8333333333333334,0.0,0.7228915662650601,0.3472222222222222,0.537037037037037,0.0,0.851,0.67,0.8333333333333334,1.0,1.0
0.8333333333333334,0.5,0.3253012048192771,0.19444444444444442,0.07407407407407407,0.0,0.826,0.78,0.16666666666666666,0.1,0.0
0.9583333333333334,0.5,0.5301204819277109,0.2777777777777778,0.37037037037037035,1.0,0.858,0.71,0.6666666666666666,0.5,1.0
0.8333333333333334,0.0,0.7108433734939759,0.4583333333333333,0.5185185185185185,1.0,0.799,0.55,0.5,0.7,1.0
0.9583333333333334,0.0,0.34939759036144574,0.3611111111111111,0.3333333333333333,0.0,0.64,0.9099999999999999,1.0,0.8,1.0
0.8333333333333334,1.0,0.38554216867469876,0.4444444444444445,0.9259259259259258,0.0,1.0,0.67,0.8333333333333334,0.2,0.0
0.875,0.5,0.3132530120481928,0.6805555555555556,0.0,1.0,0.866,0.63,1.0,0.4,0.0
1.0,0.0,0.24096385542168672,0.08333333333333333,0.5555555555555555,0.0,0.89,0.77,1.0,0.2,0.0
0.9583333333333334,0.5,0.3012048192771084,0.6111111111111112,0.2962962962962963,0.0,0.8440000000000001,0.6799999999999999,0.8333333333333334,0.4,0.0
0.7916666666666666,0.0,0.2048192771084337,0.3611111111111111,0.48148148148148145,0.0,0.7759999999999999,0.7,0.6666666666666666,0.6,0.0
0.9166666666666666,0.0,0.4337349397590361,0.19444444444444442,0.4259259259259259,0.0,0.831,0.95,0.8333333333333334,0.6,1.0
0.7083333333333334,0.0,0.2771084337349397,0.125,0.18518518518518517,0.0,0.69,0.62,0.16666666666666666,0.2,0.0
0.8333333333333334,0.0,0.4698795180722891,0.3194444444444444,0.3888888888888889,0.0,1.0,0.61,1.0,0.4,1.0
0.75,0.0,0.14457831325301204,0.5,0.0,0.0,0.727,0.6599999999999999,0.6666666666666666,0.4,0.0
1.0,0.0,0.48192771084337344,0.3194444444444444,0.4629629629629629,0.0,0.747,0.78,1.0,0.1,1.0
0.8333333333333334,0.5,0.5783132530120482,0.5972222222222222,0.3888888888888889,0.0,0.8059999999999999,0.47000000000000003,0.8333333333333334,0.2,0.0
0.75,0.0,0.06024096385542168,0.11111111111111112,0.4629629629629629,1.0,0.9790000000000001,0.41,0.6666666666666666,0.3,0.0
0.9166666666666666,0.0,0.49397590361445776,0.3472222222222222,0.5555555555555555,0.0,0.851,0.58,0.6666666666666666,0.5,1.0
0.9166666666666666,0.5,0.6385542168674698,0.1388888888888889,0.40740740740740744,0.0,0.726,0.45,0.0,0.8,1.0
0.9166666666666666,0.0,0.2048192771084337,0.40277777777777773,0.37037037037037035,0.0,0.975,0.6,0.0,0.6,0.0
0.75,0.5,0.7228915662650601,0.5,0.14814814814814814,0.0,0.9229999999999999,0.71,0.0,0.3,1.0
0.8333333333333334,0.0,0.49397590361445776,0.2777777777777778,0.18518518518518517,0.0,0.904,0.54,0.8333333333333334,0.6,1.0
0.9166666666666666,0.0,0.2891566265060241,0.0,0.5740740740740741,0.0,0.922,0.48,0.5,0.7,0.0
0.875,0.0,0.4096385542168674,0.375,0.6296296296296295,0.0,1.0,0.6599999999999999,0.16666666666666666,0.6,0.0
0.9583333333333334,0.0,0.5180722891566264,0.41666666666666663,0.27777777777777773,0.0,1.0,0.75,0.8333333333333334,1.0,1.0
0.75,0.0,0.4337349397590361,0.41666666666666663,0.3518518518518518,0.0,0.7809999999999999,0.45,1.0,0.6,1.0
0.75,0.0,0.5180722891566264,0.5555555555555556,0.14814814814814814,0.0,1.0,0.75,0.0,0.1,0.0
0.8333333333333334,0.0,0.25301204819277107,0.16666666666666666,0.5740740740740741,0.0,0.888,0.75,0.6666666666666666,0.3,0.0
0.75,0.0,0.45783132530120474,0.4583333333333333,0.4629629629629629,0.0,0.9,0.76,0.8333333333333334,0.7,1.0
0.75,0.0,0.1686746987951807,0.5416666666666666,0.7222222222222222,1.0,0.6809999999999999,0.8,0.6666666666666666,0.4,0.0
0.9166666666666666,0.0,0.3975903614457831,0.05555555555555556,0.14814814814814814,0.0,0.833,0.9099999999999999,1.0,0.4,1.0
0.8333333333333334,0.0,0.25301204819277107,0.40277777777777773,0.25925925925925924,0.0,0.769,0.61,0.6666666666666666,0.7,0.0
0.9166666666666666,0.5,0.2891566265060241,0.2638888888888889,0.3888888888888889,0.0,0.9329999999999999,0.6599999999999999,0.6666666666666666,0.9,0.0
0.9583333333333334,0.5,0.6506024096385542,0.3333333333333333,0.4629629629629629,0.0,0.9570000000000001,0.6,0.3333333333333333,0.2,1.0
1.0,0.0,0.6144578313253011,0.40277777777777773,0.2962962962962963,0.0,0.643,0.65,0.5,0.9,1.0
0.9583333333333334,0.5,0.5301204819277109,0.2638888888888889,0.14814814814814814,0.0,0.848,0.8300000000000001,0.16666666666666666,0.3,1.0
1.0,0.5,0.22891566265060237,0.2361111111111111,0.5185185185185185,0.0,0.9620000000000001,0.49000000000000005,0.16666666666666666,0.6,0.0
0.9166666666666666,0.0,0.36144578313253006,0.3472222222222222,0.48148148148148145,0.0,0.831,0.55,0.0,0.4,0.0
0.9583333333333334,0.5,0.6385542168674698,0.16666666666666666,0.14814814814814814,0.0,0.9229999999999999,0.82,0.3333333333333333,0.1,1.0
0.8333333333333334,0.5,0.4457831325301205,0.16666666666666666,0.611111111111111,0.0,0.885,0.77,0.8333333333333334,0.9,1.0
0.7083333333333334,0.0,0.8433734939759036,0.4583333333333333,0.5740740740740741,0.0,0.884,0.61,0.8333333333333334,0.6,1.0
0.9166666666666666,0.0,0.49397590361445776,0.1527777777777778,0.3518518518518518,0.0,0.823,0.75,0.16666666666666666,0.8,1.0
1.0,0.5,0.45783132530120474,0.4583333333333333,0.3518518518518518,0.0,0.728,0.6900000000000001,0.5,0.2,0.0
0.875,0.5,0.36144578313253006,0.4305555555555556,0.4444444444444444,1.0,0.738,0.8300000000000001,0.6666666666666666,0.7,0.0
1.0,0.0,0.4457831325301205,0.05555555555555556,0.16666666666666666,0.0,0.9209999999999999,0.6599999999999999,1.0,0.6,1.0
0.875,0.0,0.3975903614457831,0.2361111111111111,0.3333333333333333,0.0,0.852,0.77,0.0,0.2,0.0
0.75,0.0,0.5542168674698794,0.5416666666666666,0.0,0.0,0.836,0.97,0.5,0.2,1.0
0.9583333333333334,0.5,0.5903614457831325,0.18055555555555555,0.5185185185185185,0.0,0.8079999999999999,0.72,0.16666666666666666,0.4,1.0
0.875,0.5,0.2771084337349397,0.2638888888888889,0.018518518518518517,0.0,0.8190000000000001,0.6599999999999999,0.3333333333333333,0.4,0.0
1.0,0.0,0.18072289156626503,0.4305555555555556,0.6481481481481481,0.0,0.955,0.74,0.0,0.3,0.0
0.75,0.0,0.08433734939759036,0.4722222222222222,0.25925925925925924,1.0,0.816,0.61,0.16666666666666666,0.8,0.0
0.7083333333333334,0.5,0.5180722891566264,0.3055555555555556,0.2962962962962963,0.0,0.716,0.9400000000000001,0.8333333333333334,0.7,1.0
0.8333333333333334,0.0,0.21686746987951805,0.25,0.20370370370370372,0.0,0.924,0.67,0.0,0.2,0.0
0.8333333333333334,0.0,0.03614457831325301,0.5833333333333334,0.27777777777777773,0.0,0.83,0.62,0.16666666666666666,0.3,0.0
0.8333333333333334,0.5,0.49397590361445776,0.6388888888888888,0.6296296296296295,0.0,0.853,0.55,0.8333333333333334,1.0,1.0
0.875,0.5,0.8674698795180722,0.513888888888889,0.0,0.0,1.0,0.78,1.0,0.9,1.0
0.7083333333333334,0.5,0.4216867469879518,0.3611111111111111,0.5925925925925926,1.0,0.848,0.75,0.8333333333333334,0.5,1.0
0.875,0.5,0.5783132530120482,0.20833333333333331,0.40740740740740744,0.0,0.879,0.5900000000000001,0.6666666666666666,0.2,1.0
0.9583333333333334,0.0,0.4337349397590361,0.20833333333333331,0.09259259259259259,0.0,0.732,0.72,0.3333333333333333,0.3,1.0
0.875,0.0,0.4096385542168674,0.4305555555555556,0.1111111111111111,0.0,0.828,0.47000000000000003,0.6666666666666666,0.8,1.0
0.7083333333333334,0.5,0.5903614457831325,0.41666666666666663,0.6666666666666666,0.0,0.9109999999999999,0.67,0.16666666666666666,0.4,0.0
0.7083333333333334,0.0,0.37349397590361444,0.5833333333333334,0.14814814814814814,0.0,0.6940000000000001,0.7,1.0,0.2,0.0
0.9583333333333334,0.0,0.4698795180722891,0.4583333333333333,0.09259259259259259,0.0,0.87,0.85,0.5,0.2,0.0
0.7083333333333334,0.0,0.48192771084337344,0.09722222222222221,0.5740740740740741,0.0,0.86,0.5599999999999999,1.0,0.6,1.0
1.0,0.0,0.3012048192771084,0.5277777777777778,0.40740740740740744,0.0,0.8540000000000001,0.5,1.0,0.8,0.0
0.7083333333333334,0.0,0.6024096385542168,0.18055555555555555,0.14814814814814814,0.0,0.9540000000000001,0.54,1.0,0.7,1.0
0.8333333333333334,0.0,0.38554216867469876,0.2777777777777778,0.37037037037037035,0.0,0.883,0.49000000000000005,0.6666666666666666,0.4,0.0
1.0,0.0,0.2891566265060241,0.38888888888888884,0.12962962962962962,0.0,0.998,0.8099999999999999,0.5,0.2,0.0
1.0,0.0,0.5180722891566264,0.6805555555555556,0.5555555555555555,0.0,0.7509999999999999,0.8400000000000001,0.8333333333333334,0.9,1.0
0.9583333333333334,0.5,0.26506024096385544,0.8611111111111112,0.5555555555555555,0.0,0.8640000000000001,0.6900000000000001,0.16666666666666666,0.4,0.0
0.7916666666666666,0.5,0.4216867469879518,0.4444444444444445,0.4444444444444444,0.0,0.858,0.8,0.3333333333333333,0.9,1.0
0.7916666666666666,0.5,0.4216867469879518,0.3194444444444444,0.40740740740740744,0.0,0.743,0.67,0.5,0.5,1.0
0.7083333333333334,0.5,0.6144578313253011,0.4305555555555556,0.6851851851851851,0.0,0.946,0.64,0.16666666666666666,0.7,1.0
1.0,0.5,0.5060240963855421,0.5,0.3333333333333333,1.0,1.0,0.61,0.5,0.5,1.0
0.7916666666666666,0.0,0.4216867469879518,0.2916666666666667,0.09259259259259259,1.0,0.848,0.61,0.6666666666666666,0.2,0.0
0.7916666666666666,0.5,0.5662650602409638,0.6527777777777778,0.4259259259259259,0.0,0.9009999999999999,0.45999999999999996,0.16666666666666666,0.6,0.0
0.7083333333333334,0.5,0.6746987951807228,0.38888888888888884,0.7592592592592592,0.0,0.858,0.6799999999999999,0.6666666666666666,0.7,1.0
0.7916666666666666,0.5,0.5180722891566264,0.4305555555555556,0.12962962962962962,0.0,0.779,0.65,0.0,0.6,1.0
0.875,0.0,0.4216867469879518,0.4583333333333333,0.25925925925925924,0.0,0.6679999999999999,0.74,0.16666666666666666,0.3,0.0
0.75,0.0,0.18072289156626503,0.41666666666666663,0.4259259259259259,0.0,0.779,0.6599999999999999,0.5,1.0,0.0
0.9583333333333334,0.0,0.22891566265060237,0.4861111111111111,0.31481481481481477,1.0,0.711,0.63,0.0,0.8,0.0
0.75,0.0,0.36144578313253006,0.25,0.12962962962962962,0.0,1.0,0.55,0.6666666666666666,0.3,0.0
0.7083333333333334,0.5,0.3132530120481928,0.25,0.5555555555555555,0.0,0.838,0.6599999999999999,0.6666666666666666,0.5,0.0
0.8333333333333334,0.5,0.38554216867469876,0.16666666666666666,0.8148148148148149,0.0,0.815,0.74,0.5,0.9,1.0
0.9583333333333334,0.0,0.4337349397590361,0.41666666666666663,0.37037037037037035,0.0,0.9390000000000001,0.51,0.0,0.5,0.0
0.7083333333333334,1.0,0.5180722891566264,0.4722222222222222,0.14814814814814814,0.0,0.738,0.6599999999999999,1.0,0.7,1.0
1.0,0.5,0.4096385542168674,0.41666666666666663,0.018518518518518517,0.0,0.773,0.6799999999999999,0.8333333333333334,0.7,1.0
0.8333333333333334,0.0,0.5060240963855421,0.625,0.3888888888888889,0.0,0.857,0.5599999999999999,0.3333333333333333,0.5,1.0
0.75,0.0,0.4337349397590361,0.3472222222222222,0.5555555555555555,0.0,0.953,0.58,0.5,0.2,0.0
0.7083333333333334,0.0,0.06024096385542168,0.4583333333333333,0.4259259259259259,0.0,0.9,0.6799999999999999,0.6666666666666666,0.5,0.0
1.0,0.0,0.25301204819277107,0.16666666666666666,0.3333333333333333,0.0,0.875,0.51,0.16666666666666666,0.7,0.0
0.9583333333333334,0.0,0.3975903614457831,0.2777777777777778,0.2222222222222222,1.0,0.858,0.6900000000000001,0.0,0.7,1.0
0.9583333333333334,0.0,0.2048192771084337,0.4583333333333333,0.1111111111111111,0.0,0.89,0.54,0.8333333333333334,0.4,0.0
0.9166666666666666,0.0,0.5301204819277109,0.4861111111111111,0.5,1.0,0.87,0.78,0.3333333333333333,0.1,0.0
1.0,0.0,0.6987951807228915,0.2916666666666667,0.5185185185185185,0.0,0.747,0.93,0.16666666666666666,0.6,1.0
0.875,0.5,0.6385542168674698,0.3333333333333333,0.018518518518518517,0.0,0.855,0.55,0.0,0.3,1.0
0.7916666666666666,0.0,0.38554216867469876,0.09722222222222221,0.6481481481481481,0.0,0.743,0.71,0.8333333333333334,0.5,0.0
0.8333333333333334,0.5,0.6867469879518072,0.2916666666666667,0.4444444444444444,0.0,0.858,0.5599999999999999,0.5,0.4,1.0
1.0,0.0,0.4457831325301205,0.5,0.611111111111111,1.0,0.802,0.77,0.8333333333333334,0.2,0.0
0.9166666666666666,1.0,0.36144578313253006,0.4444444444444445,0.05555555555555555,0.0,1.0,0.5,0.5,0.7,0.0
0.7916666666666666,0.0,0.3132530120481928,0.4305555555555556,0.05555555555555555,0.0,0.846,0.71,1.0,0.5,1.0
0.7916666666666666,0.0,0.36144578313253006,0.3611111111111111,0.2962962962962963,0.0,0.71,0.55,0.0,0.7,0.0
0.7083333333333334,1.0,0.34939759036144574,0.3472222222222222,0.4444444444444444,1.0,0.8370000000000001,0.63,0.8333333333333334,0.9,0.0
0.7916666666666666,0.5,0.45783132530120474,0.2361111111111111,0.7037037037037036,0.0,0.902,0.53,0.3333333333333333,0.4,0.0
0.875,0.5,0.4457831325301205,0.4583333333333333,0.48148148148148145,1.0,1.0,0.75,0.8333333333333334,0.5,0.0
0.9583333333333334,0.0,0.4216867469879518,0.41666666666666663,0.27777777777777773,1.0,0.7909999999999999,0.55,0.0,0.9,0.0
0.9166666666666666,0.0,0.5060240963855421,0.4305555555555556,0.12962962962962962,0.0,0.6920000000000001,0.72,0.16666666666666666,1.0,1.0
0.7916666666666666,0.5,0.6385542168674698,0.2638888888888889,0.5925925925925926,0.0,0.932,0.61,0.16666666666666666,0.4,1.0
0.7083333333333334,0.5,0.5903614457831325,0.0,0.12962962962962962,0.0,0.7120000000000001,0.64,0.8333333333333334,0.5,1.0
0.875,0.5,0.1566265060240964,0.5277777777777778,0.6666666666666666,1.0,0.8059999999999999,0.67,0.8333333333333334,0.5,0.0
0.75,0.5,0.0,0.2638888888888889,0.27777777777777773,0.0,0.8240000000000001,0.5599999999999999,0.5,0.8,0.0
0.9583333333333334,0.0,0.5903614457831325,0.20833333333333331,0.6481481481481481,0.0,0.843,0.6799999999999999,0.0,0.4,1.0
0.9583333333333334,0.5,0.1686746987951807,0.4583333333333333,0.4629629629629629,0.0,0.919,0.8300000000000001,0.5,0.4,0.0
0.9166666666666666,0.0,0.38554216867469876,0.2777777777777778,0.2962962962962963,0.0,0.782,0.5599999999999999,0.3333333333333333,0.7,0.0
0.9583333333333334,0.0,0.2048192771084337,0.5277777777777778,0.2222222222222222,0.0,0.823,0.79,1.0,0.5,0.0
0.7916666666666666,0.0,0.09638554216867469,0.4444444444444445,0.25925925925925924,0.0,0.8490000000000001,0.8300000000000001,0.16666666666666666,0.6,0.0
0.7083333333333334,0.5,0.5180722891566264,0.4583333333333333,0.4259259259259259,0.0,0.865,0.55,0.6666666666666666,0.6,0.0
0.9583333333333334,0.0,0.5542168674698794,0.125,0.3518518518518518,0.0,0.86,0.48,0.6666666666666666,0.6,1.0
0.9583333333333334,0.0,0.3132530120481928,0.5555555555555556,0.20370370370370372,0.0,0.894,0.6900000000000001,0.0,1.0,0.0
0.75,0.5,0.0,0.38888888888888884,0.2962962962962963,0.0,0.934,0.58,0.0,0.5,0.0
0.75,0.0,0.3253012048192771,0.2916666666666667,0.3518518518518518,0.0,0.889,0.8699999999999999,0.6666666666666666,0.5,0.0
0.8333333333333334,0.5,0.49397590361445776,0.375,0.0,0.0,0.895,0.65,0.0,0.9,1.0
0.875,0.0,0.1566265060240964,0.05555555555555556,0.4259259259259259,1.0,0.6920000000000001,0.55,0.16666666666666666,0.8,0.0
0.7916666666666666,0.5,0.45783132530120474,0.41666666666666663,0.12962962962962962,0.0,0.855,0.51,0.3333333333333333,0.4,0.0
0.9583333333333334,0.5,0.4216867469879518,0.18055555555555555,0.09259259259259259,0.0,0.898,0.78,0.3333333333333333,0.7,1.0
1.0,0.0,0.5301204819277109,0.125,0.0,0.0,0.9229999999999999,0.58,0.5,0.8,1.0
0.9583333333333334,0.0,0.4457831325301205,0.09722222222222221,0.0,0.0,0.7809999999999999,0.6599999999999999,0.16666666666666666,0.9,1.0
0.7083333333333334,0.0,0.24096385542168672,0.5277777777777778,0.05555555555555555,0.0,0.784,0.76,1.0,0.5,0.0
0.8333333333333334,0.0,0.6385542168674698,0.2361111111111111,0.18518518518518517,0.0,0.7929999999999999,0.5900000000000001,0.0,0.3,1.0
0.875,1.0,0.3975903614457831,0.5972222222222222,0.7222222222222222,0.0,0.904,0.64,0.0,0.4,0.0
1.0,0.0,0.4216867469879518,0.2638888888888889,0.2222222222222222,0.0,0.953,0.65,1.0,1.0,1.0
0.8333333333333334,0.5,0.25301204819277107,0.06944444444444445,0.37037037037037035,0.0,0.809,0.73,0.5,0.6,0.0
